team_name,label,date,points,Home_Away,teamId,competitionId,seasonId,roundId,matchId,average_accelerations,average_aerialDuels,average_assists,average_attackingActions,average_backPasses,average_ballLosses,average_ballRecoveries,average_concededGoals,average_corners,average_crosses,average_dangerousOpponentHalfRecoveries,average_dangerousOwnHalfLosses,average_defensiveActions,average_defensiveDuels,average_defensiveDuelsWon,average_directFreeKicks,average_directFreeKicksOnTarget,average_directRedCards,average_dribbleDistanceFromOpponentGoal,average_dribbles,average_duels,average_duelsWon,average_fieldAerialDuels,average_fieldAerialDuelsWon,average_forwardPasses,average_fouls,average_freeKicks,average_freeKicksOnTarget,average_gkAerialDuels,average_gkAerialDuelsWon,average_gkExits,average_gkGoalKicks,average_gkGoalKicksSuccess,average_gkSaves,average_gkSuccessfulExits,average_goals,average_headShots,average_interceptions,average_keyPasses,average_lateralPasses,average_linkupPlays,average_longGoalKicks,average_longPassLength,average_longPasses,average_looseBallDuels,average_looseBallDuelsWon,average_missedBalls,average_newDefensiveDuelsWon,average_newDuelsWon,average_newOffensiveDuelsWon,average_newSuccessfulDribbles,average_offensiveDuels,average_offensiveDuelsWon,average_offsides,average_opponentHalfRecoveries,average_opponentOffsides,average_ownHalfLosses,average_passLength,average_passes,average_passesToFinalThird,average_penalties,average_possessionPercent,average_progressiveRun,average_receivedPass,average_redCards,average_shortGoalKicks,average_shotAssists,average_shotOnTargetAssists,average_shots,average_shotsAgainst,average_smartPasses,average_successfulAttackingActions,average_successfulBackPasses,average_successfulCrosses,average_successfulDefensiveAction,average_successfulDribbles,average_successfulForwardPasses,average_successfulKeyPasses,average_successfulLateralPasses,average_successfulLinkupPlays,average_successfulLongPasses,average_successfulPasses,average_successfulPassesToFinalThird,average_successfulPenalties,average_successfulSmartPasses,average_successfulThroughPasses,average_successfulVerticalPasses,average_throughPasses,average_touchInBox,average_verticalPasses,average_xgShot,average_xgShotAgainst,average_yellowCards,percent_aerialDuelsWon,percent_defensiveDuelsWon,percent_directFreeKicksOnTarget,percent_duelsWon,percent_fieldAerialDuelsWon,percent_gkAerialDuelsWon,percent_gkSaves,percent_gkSuccessfulExits,percent_goalConversion,percent_headShotsOnTarget,percent_newDefensiveDuelsWon,percent_newDuelsWon,percent_newOffensiveDuelsWon,percent_newSuccessfulDribbles,percent_offensiveDuelsWon,percent_penaltiesConversion,percent_shotsOnTarget,percent_successfulBackPasses,percent_successfulCrosses,percent_successfulDribbles,percent_successfulForwardPasses,percent_successfulKeyPasses,percent_successfulLateralPasses,percent_successfulLinkupPlays,percent_successfulLongPasses,percent_successfulPasses,percent_successfulPassesToFinalThird,percent_successfulShotAssists,percent_successfulSmartPasses,percent_successfulThroughPasses,percent_successfulTouchInBox,percent_successfulVerticalPasses,percent_win,percent_yellowCardsPerFoul,total_accelerations,total_aerialDuels,total_aerialDuelsWon,total_assists,total_attackingActions,total_backPasses,total_cleanSheets,total_concededGoals,total_corners,total_crosses,total_dangerousOpponentHalfRecoveries,total_dangerousOwnHalfLosses,total_defensiveActions,total_defensiveDuels,total_defensiveDuelsWon,total_directFreeKicks,total_directFreeKicksOnTarget,total_directRedCards,total_dribbles,total_duels,total_duelsWon,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_forwardPasses,total_fouls,total_freeKicks,total_freeKicksOnTarget,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkExits,total_gkGoalKicks,total_gkGoalKicksSuccess,total_gkSaves,total_gkSuccessfulExits,total_goals,total_headShots,total_interceptions,total_keyPasses,total_lateralPasses,total_linkupPlays,total_longGoalKicks,total_longPasses,total_looseBallDuels,total_looseBallDuelsWon,total_losses,total_matches,total_matchesTagged,total_missedBalls,total_newDefensiveDuelsWon,total_newDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_offensiveDuels,total_offensiveDuelsWon,total_offsides,total_opponentHalfRecoveries,total_opponentOffsides,total_ownHalfLosses,total_passes,total_passesToFinalThird,total_penalties,total_ppda,total_pressingDuels,total_pressingDuelsWon,total_progressiveRun,total_receivedPass,total_recoveries,total_redCards,total_shortGoalKicks,total_shotAssists,total_shotOnTargetAssists,total_shots,total_shotsAgainst,total_smartPasses,total_successfulAttackingActions,total_successfulBackPasses,total_successfulCrosses,total_successfulDefensiveActions,total_successfulDribbles,total_successfulForwardPasses,total_successfulKeyPasses,total_successfulLateralPasses,total_successfulLinkupPlays,total_successfulLongPasses,total_successfulPasses,total_successfulPassesToFinalThird,total_successfulPenalties,total_successfulSmartPasses,total_successfulThroughPasses,total_successfulVerticalPasses,total_throughPasses,total_touchInBox,total_verticalPasses,total_xgShot,total_xgShotAgainst,total_yellowCards
Universitatea Craiova,"Universitatea Craiova - FCS Bucureşti, 1-0",2026-02-15 19:00:00,3,Home,26233,719,191642,4435361,5715893,2.7,37.8,0,30.6,43.2,102.6,73.8,0,2.7,10.8,3.6,4.5,119.7,43.2,7.2,1.8,0,0,19.81,9.9,138.6,46.8,36,16.2,108,10.8,2.7,0.9,0,0,0,3.6,2.7,1.8,0,0.9,0.9,38.7,3.6,77.4,1.8,5.4,27.51,41.4,19.8,8.1,5.4,24.3,63,14.4,3.6,37.8,15.3,3.6,21.6,2.7,45,18.71,270.9,37.8,0,39.5,9,164.7,0,3.6,5.4,3.6,9,9.9,0.9,12.6,39.6,5.4,79.2,4.5,63.9,3.6,63.9,1.8,20.7,202.5,22.5,0,0.9,0.9,63.9,4.5,11.7,77.4,0.82,0.76,2.7,42.86,16.67,0,33.77,45,0,0,0,10,0,56.25,45.45,38.1,36.36,40.48,0,30,91.67,50,45.45,59.17,100,82.56,100,50,74.75,59.52,50,100,20,53.85,82.56,100,25,3,42,18,0,34,48,1,0,3,12,4,5,133,48,8,2,0,0,11,154,52,40,18,120,12,3,1,0,0,0,4,3,2,0,1,1,43,4,86,2,6,46,22,9,114,1,1,6,27,70,16,4,42,17,4,24,3,50,301,42,0,15.74,7,0,10,183,82,0,4,6,4,10,11,1,14,44,6,88,5,71,4,71,2,23,225,25,0,1,1,71,5,13,86,0.91,0.84,3
Csikszereda Miercurea Ciuc,"Csikszereda Miercurea Ciuc - Rapid Bucureşti, 0-2",2025-07-25 21:00:00,0,Home,22731,719,191642,4435361,5715697,1.82,14.55,0,50,46.36,65.45,51.82,1.82,3.64,14.55,2.73,3.64,84.55,50.91,7.27,0.91,0,0,12.72,19.09,144.6,49.09,12.73,3.64,100.9,8.18,3.64,2.73,0,0,0,0.91,0.91,4.55,0,0,0,19.09,3.64,136.4,0,4.55,29.13,29.09,19.09,4.55,3.64,27.27,60,23.64,11.82,60,32.73,2.73,11.82,1.82,20.91,17.72,326.4,34.55,0,38.2,17.27,242.7,0,2.73,5.45,3.64,15.45,12.73,0.91,22.73,42.73,6.36,50.91,14.55,76.36,3.64,125.5,0,16.36,281.8,25.45,0,0.91,1.82,125.5,1.82,20,136.4,1.54,2.59,0.91,31.25,14.29,0,33.96,28.57,0,0,0,0,0,53.57,41.51,39.39,61.9,54.55,0,23.53,92.16,43.75,76.19,75.68,100,92,0,56.25,86.35,73.68,16.67,100,100,40.91,92,0,11.11,2,16,5,0,55,51,0,2,4,16,3,4,93,56,8,1,0,0,21,159,54,14,4,111,9,4,3,0,0,0,1,1,5,0,0,0,21,4,150,0,5,32,21,5,72,1,1,4,30,66,26,13,66,36,3,13,2,23,359,38,0,21.39,16,0,19,267,57,0,3,6,4,17,14,1,25,47,7,56,16,84,4,138,0,18,310,28,0,1,2,138,2,22,150,1.69,2.85,1
Dinamo Bucureşti,"Petrolul 52 - Dinamo Bucureşti, 0-3",2025-09-15 20:00:00,3,Away,11564,719,191642,4435361,5715748,0,30.91,2.73,30.91,60.91,79.09,50.91,0,3.64,9.09,0,3.64,107.3,52.73,17.27,0.91,0,0,20.45,13.64,184.6,83.64,29.09,16.36,128.2,7.27,4.55,0.91,0,0,0,11.82,10.91,2.73,0,2.73,0.91,23.64,3.64,128.2,11.82,5.45,25.46,30.91,37.27,14.55,3.64,38.18,102.7,32.73,11.82,63.64,34.55,0.91,12.73,1.82,28.18,16.88,389.1,34.55,0,57.4,11.82,300,0,6.36,4.55,3.64,8.18,11.82,0,18.18,58.18,2.73,79.09,10.91,105.5,3.64,117.3,9.09,17.27,343.6,24.55,0,0,0,117.3,0.91,10.91,128.2,1.04,1.59,1.82,55.88,32.76,0,45.32,56.25,0,0,0,33.33,0,72.41,55.67,51.43,86.67,54.29,0,44.44,95.52,30,80,82.27,100,91.49,76.92,55.88,88.32,71.05,60,0,0,50,91.49,100,25,0,34,19,3,34,67,1,0,4,10,0,4,118,58,19,1,0,0,15,203,92,32,18,141,8,5,1,0,0,0,13,12,3,0,3,1,26,4,141,13,6,34,41,16,87,1,1,4,42,113,36,13,70,38,1,14,2,31,428,38,0,11.32,4,0,13,330,56,0,7,5,4,9,13,0,20,64,3,87,12,116,4,129,10,19,378,27,0,0,0,129,1,12,141,1.14,1.75,2
Dinamo Bucureşti,"Farul Constanţa - Dinamo Bucureşti, 2-3",2026-02-04 19:30:00,3,Away,11564,719,191642,4435361,5715874,4.55,30,1.82,64.55,77.27,123.6,88.18,1.82,9.09,9.09,5.45,5.45,123.6,60,15.45,0,0,0,23.14,36.36,207.3,93.64,28.18,13.64,170,10,1.82,0.91,0,0,0.91,2.73,1.82,1.82,0,2.73,1.82,33.64,3.64,123.6,14.55,2.73,25.57,46.36,32.73,13.64,6.36,38.18,109.1,42.73,22.73,84.55,50,1.82,24.55,0.91,41.82,16.78,458.2,37.27,0,63.3,20.91,324.6,0,1.82,11.82,3.64,19.09,9.09,0,34.55,69.09,4.55,86.36,27.27,120,3.64,114.5,10,21.82,378.2,17.27,0,0,0,114.5,1.82,32.73,123.6,2.71,1.77,4.55,48.48,25.76,0,45.18,48.39,0,0,0,14.29,50,63.64,52.63,50.54,62.5,59.14,0,38.1,89.41,50,75,70.59,100,92.65,68.75,47.06,82.54,46.34,53.85,0,0,33.33,92.65,100,45.45,5,33,16,2,71,85,0,2,10,10,6,6,136,66,17,0,0,0,40,228,103,31,15,187,11,2,1,0,0,1,3,2,2,0,3,2,37,4,136,16,3,51,36,15,136,1,1,7,42,120,47,25,93,55,2,27,1,46,504,41,0,7.55,13,0,23,357,97,0,2,13,4,21,10,0,38,76,5,95,30,132,4,126,11,24,416,19,0,0,0,126,2,36,136,2.98,1.95,5
Farul Constanţa,"Csikszereda Miercurea Ciuc - Farul Constanţa, 1-1",2026-03-21 16:30:00,1,Away,61242,719,191642,4437511,5823756,2.73,26.36,0.91,56.36,47.27,110,81.82,0.91,5.45,20,4.55,10,139.1,60.91,12.73,0,0,0,13.74,25.45,166.4,73.64,24.55,13.64,135.4,10.91,1.82,0,0,0,0,7.27,6.36,4.55,0,0.91,0.91,51.82,3.64,141.8,4.55,4.55,35.76,50.91,26.36,7.27,5.45,38.18,85.45,25.45,14.55,52.73,39.09,2.73,16.36,0.91,43.64,20.63,367.3,50,0,51,13.64,243.6,0,2.73,7.27,3.64,10.91,14.55,0,23.64,46.36,5.45,104.5,25.45,84.55,3.64,123.6,2.73,22.73,287.3,30,0,0,0,123.6,3.64,15.45,141.8,1.29,1.27,3.64,55.17,20.9,0,44.26,55.56,0,0,0,8.333,0,62.69,51.37,48.28,57.14,74.14,0,33.33,98.08,27.27,100,62.42,100,87.18,60,44.64,78.22,60,62.5,0,0,29.41,87.18,0,33.33,3,29,16,1,62,52,0,1,6,22,5,11,153,67,14,0,0,0,28,183,81,27,15,149,12,2,0,0,0,0,8,7,5,0,1,1,57,4,156,5,5,56,29,8,121,1,1,6,42,94,28,16,58,43,3,18,1,48,404,55,0,11.17,6,0,15,268,90,0,3,8,4,12,16,0,26,51,6,115,28,93,4,136,3,25,316,33,0,0,0,136,4,17,156,1.42,1.4,4
Hermannstadt,"Oţelul - Hermannstadt, 0-2",2026-03-08 13:30:00,3,Away,55427,719,191642,4435361,5715914,2.73,50,1.82,41.82,54.55,101.8,92.73,0,4.55,18.18,1.82,1.82,136.4,49.09,6.36,0,0,0,8.85,11.82,169.1,59.09,50,22.73,148.2,16.36,0,0,0,0,2.73,0.91,0.91,0,0,1.82,1.82,37.27,3.64,98.18,10.91,0.91,24.12,39.09,23.64,8.18,6.36,21.82,69.09,16.36,6.36,46.36,21.82,0.91,22.73,4.55,32.73,17.42,369.1,43.64,0,58.5,16.36,250.9,0,0,7.27,3.64,10.91,3.64,0.91,21.82,52.73,9.09,81.82,9.09,105.5,3.64,85.45,6.36,22.73,295.4,28.18,0,0.91,0,85.45,0.91,20,98.18,1.45,0.03,1.82,45.45,12.96,0,34.95,45.45,0,0,0,16.67,50,44.44,40.86,35.29,53.85,47.06,0,50,96.67,50,76.92,71.17,100,87.04,58.33,58.14,80.05,64.58,37.5,100,0,45.45,87.04,100,11.11,3,55,25,2,46,60,1,0,5,20,2,2,150,54,7,0,0,0,13,186,65,55,25,163,18,0,0,0,0,3,1,1,0,0,2,2,41,4,108,12,1,43,26,9,112,1,1,7,24,76,18,7,51,24,1,25,5,36,406,48,0,6.69,0,0,18,276,102,0,0,8,4,12,4,1,24,58,10,90,10,116,4,94,7,25,325,31,0,1,0,94,1,22,108,1.59,0.03,2
Petrolul 52,"Petrolul 52 - Hermannstadt, 1-1",2025-08-16 20:30:00,1,Home,60390,719,191642,4435361,5715726,0.91,27.27,0,28.18,46.36,90.91,59.09,0.91,0.91,5.45,3.64,3.64,135.4,70,14.55,0.91,0,0,14.73,10,159.1,58.18,23.64,10.91,114.5,9.09,2.73,0.91,0,0,1.82,10.91,10,2.73,0,0.91,0.91,38.18,3.64,113.6,0,3.64,23.62,41.82,19.09,10.91,0,41.82,79.09,13.64,6.36,42.73,20,0.91,20,3.64,27.27,17.78,340,31.82,0.91,44,4.55,241.8,0,7.27,8.18,3.64,11.82,9.09,0.91,10,41.82,0.91,92.73,9.09,77.27,3.64,99.09,0,20,276.4,15.45,0.91,0,0.91,99.09,3.64,15.45,113.6,1.42,0.67,0.91,46.67,20.78,0,36.57,46.15,0,0,0,7.692,100,59.74,49.71,31.91,63.64,46.81,100,23.08,90.2,16.67,90.91,67.46,100,87.2,0,47.83,81.28,48.57,33.33,0,25,41.18,87.2,0,10,1,30,14,0,31,51,0,1,1,6,4,4,149,77,16,1,0,0,11,175,64,26,12,126,10,3,1,0,0,2,12,11,3,0,1,1,42,4,125,0,4,46,21,12,100,1,1,0,46,87,15,7,47,22,1,22,4,30,374,35,1,12.87,0,0,5,266,65,0,8,9,4,13,10,1,11,46,1,102,10,85,4,109,0,22,304,17,1,0,1,109,4,17,125,1.56,0.74,1
Rapid Bucureşti,"Rapid Bucureşti - CFR Cluj, 1-1",2025-07-20 20:30:00,1,Home,11566,719,191642,4435361,5715693,2.73,30.91,0.91,52.73,60.91,92.73,75.45,0.91,4.55,13.64,5.45,3.64,107.3,44.55,10.91,0.91,0.91,0,17.68,16.36,139.1,58.18,30,10.91,155.4,5.45,3.64,1.82,0,0,0,1.82,1.82,1.82,0,0.91,0.91,31.82,3.64,152.7,5.45,0.91,33.91,33.64,22.73,10,0,30,71.82,20.91,10,40.91,26.36,0,16.36,0,33.64,17.9,460.9,41.82,0,58,17.27,360.9,0,6.36,11.82,3.64,19.09,13.64,3.64,20,56.36,2.73,72.73,12.73,122.7,3.64,141.8,5.45,19.09,395.4,32.73,0,0.91,1.82,141.8,5.45,9.09,152.7,1.2,0.95,0.91,35.29,24.49,100,41.83,36.36,0,0,0,4.762,0,67.35,51.63,51.11,61.11,64.44,0,33.33,92.54,20,77.78,78.95,100,92.86,100,56.76,85.8,78.26,23.08,25,33.33,40,92.86,0,16.67,3,34,12,1,58,67,0,1,5,15,6,4,118,49,12,1,1,0,18,153,64,33,12,171,6,4,2,0,0,0,2,2,2,0,1,1,35,4,168,6,1,37,25,11,102,1,1,0,33,79,23,11,45,29,0,18,0,37,507,46,0,17.14,1,0,19,397,83,0,7,13,4,21,15,4,22,62,3,80,14,135,4,156,6,21,435,36,0,1,2,156,6,10,168,1.32,1.05,1
UTA Arad,"UTA Arad - Argeș, 3-3",2025-09-13 15:00:00,1,Home,30817,719,191642,4435361,5715751,2.73,64.55,1.82,50.91,43.64,138.2,90.91,2.73,9.09,13.64,4.55,3.64,129.1,44.55,11.82,0,0,0,14.46,24.55,214.6,88.18,64.55,28.18,132.7,16.36,3.64,2.73,0,0,1.82,6.36,6.36,1.82,0,2.73,2.73,20,3.64,100.9,3.64,4.55,26.34,46.36,36.36,12.73,6.36,27.27,97.27,29.09,12.73,69.09,35.45,0.91,30.91,0.91,36.36,19.15,335.4,49.09,0.91,57.5,16.36,202.7,0,1.82,9.09,3.64,12.73,9.09,0,22.73,41.82,4.55,75.45,16.36,88.18,3.64,84.55,0.91,22.73,256.4,29.09,0.91,0,3.64,84.55,6.36,16.36,100.9,2.98,0.89,1.82,43.66,26.53,0,41.1,43.66,0,0,0,21.43,33.33,61.22,45.34,42.11,51.85,51.32,100,42.86,95.83,33.33,66.67,66.44,100,83.78,25,49.02,76.42,59.26,80,0,57.14,33.33,83.78,0,11.11,3,71,31,2,56,48,0,3,10,15,5,4,142,49,13,0,0,0,27,236,97,71,31,146,18,4,3,0,0,2,7,7,2,0,3,3,22,4,111,4,5,51,40,14,152,1,1,7,30,107,32,14,76,39,1,34,1,40,369,54,1,4.57,1,0,18,223,100,0,2,10,4,14,10,0,25,46,5,83,18,97,4,93,1,25,282,32,1,0,4,93,7,18,111,3.28,0.98,2
Universitatea Craiova,"Universitatea Craiova - Oţelul, 1-0",2026-02-05 17:00:00,3,Home,26233,719,191642,4435361,5715878,3.64,25.45,0,47.27,58.18,103.6,78.18,0,2.73,17.27,1.82,1.82,131.8,70,15.45,0,0,0,15.26,17.27,184.6,68.18,24.55,10.91,136.4,16.36,0.91,0.91,0,0,0.91,8.18,7.27,0,0,0.91,4.55,36.36,3.64,135.4,4.55,1.82,28.95,47.27,20,8.18,5.45,40.91,89.09,29.09,10.91,69.09,33.64,1.82,29.09,2.73,31.82,18.76,384.6,46.36,0,51,21.82,275.4,0,6.36,7.27,3.64,12.73,3.64,0,22.73,54.55,6.36,88.18,12.73,91.82,2.73,116.4,1.82,25.45,310,33.64,0,0,1.82,116.4,2.73,18.18,135.4,1.05,0.1,2.73,42.86,22.08,0,36.95,44.44,0,0,0,7.143,20,58.44,48.28,42.11,63.16,48.68,0,42.86,93.75,36.84,73.68,67.33,75,85.91,40,53.85,80.61,72.55,62.5,0,66.67,35,85.91,100,16.67,4,28,12,0,52,64,1,0,3,19,2,2,145,77,17,0,0,0,19,203,75,27,12,150,18,1,1,0,0,1,9,8,0,0,1,5,40,4,149,5,2,52,22,9,114,1,1,6,45,98,32,12,76,37,2,32,3,35,423,51,0,7.72,14,0,24,303,86,0,7,8,4,14,4,0,25,60,7,97,14,101,3,128,2,28,341,37,0,0,2,128,3,20,149,1.16,0.11,3
Argeș,"Botoşani - Argeș, 3-1",2025-08-11 18:00:00,0,Away,23334,719,191642,4435361,5715713,0,56.94,0,39.49,27.55,117.5,74.39,2.76,5.51,14.69,3.67,1.84,143.3,47.76,11.02,0,0,0,12.21,12.86,214,78.06,49.59,22.04,104.7,10.1,1.84,0.92,0,0,0,2.76,2.76,3.67,0,0.92,1.84,38.57,3.67,70.71,0,3.67,28.07,57.86,36.73,17.45,2.76,31.22,88.16,15.61,3.67,72.55,25.71,0.92,21.12,0.92,33.06,21.24,237.9,45,0,54.1,12.86,110.2,0,2.76,8.27,3.67,11.94,11.02,0,14.69,23.88,7.35,93.67,8.27,61.53,3.67,51.43,0,31.22,162.6,22.96,0,0,0,51.43,0,13.78,70.71,0.8,1.28,0.92,41.94,23.08,0,36.48,44.44,0,0,0,7.692,0,65.38,41.2,21.52,28.57,35.44,0,30.77,86.67,50,64.29,58.77,100,72.73,0,53.97,68.34,51.02,55.56,0,0,33.33,72.73,0,9.091,0,62,26,0,43,30,0,3,6,16,4,2,156,52,12,0,0,0,14,233,85,54,24,114,11,2,1,0,0,0,3,3,4,0,1,2,42,4,77,0,4,63,40,19,128,1,1,3,34,96,17,4,79,28,1,23,1,36,259,49,0,6,8,0,14,120,81,0,3,9,4,13,12,0,16,26,8,102,9,67,4,56,0,34,177,25,0,0,0,56,0,15,77,0.87,1.39,1
Argeș,"Argeș - Hermannstadt, 3-1",2026-02-06 16:00:00,3,Home,23334,719,191642,4435361,5715881,0,39.49,1.84,45,67.96,100.1,78.98,0.92,3.67,10.1,2.76,3.67,127.7,52.35,11.02,0.92,0.92,0,16.5,22.96,180,56.02,33.98,12.86,133.2,7.35,1.84,1.84,0,0,1.84,5.51,3.67,0.92,0,2.76,0.92,35.82,3.67,161.6,8.27,3.67,28.19,51.43,32.14,13.78,6.43,33.06,73.47,13.78,5.51,56.02,18.37,2.76,31.22,0,25.71,17.77,406.8,43.16,0,68.3,13.78,298.5,0,4.59,3.67,3.67,11.94,4.59,0,15.61,62.45,4.59,81.73,10.1,98.27,3.67,151.5,7.35,31.22,345.3,27.55,0,0,0.92,151.5,1.84,18.37,161.6,0.96,0.61,0,32.56,21.05,100,31.12,37.84,0,0,0,23.08,0,63.16,40.82,24.59,24,32.79,0,46.15,91.89,45.45,44,73.79,100,93.75,88.89,60.71,84.88,63.83,25,0,50,40,93.75,100,0,0,43,14,2,49,74,0,1,4,11,3,4,139,57,12,1,1,0,25,196,61,37,14,145,8,2,2,0,0,2,6,4,1,0,3,1,39,4,176,9,4,56,35,15,109,1,1,7,36,80,15,6,61,20,3,34,0,28,443,47,0,4.91,3,0,15,325,86,0,5,4,4,13,5,0,17,68,5,89,11,107,4,165,8,34,376,30,0,0,1,165,2,20,176,1.04,0.66,0
CFR Cluj,"FCS Bucureşti - CFR Cluj, 1-4",2026-01-25 19:00:00,3,Away,11611,719,191642,4435361,5715856,0,28.47,2.76,22.04,41.33,101.9,67.96,0.92,2.76,4.59,2.76,6.43,135,62.45,10.1,0,0,0,4.23,5.51,177.2,56.02,26.63,13.78,118.5,11.02,1.84,1.84,0,0,0.92,3.67,2.76,5.51,0,3.67,0.92,44.08,3.67,81.73,2.76,4.59,28.12,52.35,49.59,15.61,2.76,43.16,87.24,13.78,4.59,36.73,15.61,0,15.61,0.92,49.59,18.36,293.9,37.65,0,37.5,3.67,184.6,0,2.76,6.43,3.67,10.1,15.61,1.84,11.94,36.73,0,101.9,4.59,72.55,3.67,64.29,2.76,22.96,218.6,25.71,0,1.84,1.84,64.29,1.84,10.1,81.73,1.66,2.08,2.76,51.61,16.18,0,31.61,51.72,0,0,0,36.36,0,69.12,49.22,37.5,83.33,42.5,0,54.55,88.89,0,83.33,61.24,100,78.65,100,43.86,74.38,68.29,57.14,100,100,54.55,78.65,100,25,0,31,16,3,24,45,0,1,3,5,3,7,147,68,11,0,0,0,6,193,61,29,15,129,12,2,2,0,0,1,4,3,6,0,4,1,48,4,89,3,5,57,54,17,111,1,1,3,47,95,15,5,40,17,0,17,1,54,320,41,0,12,5,0,4,201,74,0,3,7,4,11,17,2,13,40,0,111,5,79,4,70,3,25,238,28,0,2,2,70,2,11,89,1.81,2.27,3
Farul Constanţa,"Rapid Bucureşti - Farul Constanţa, 3-1",2025-10-04 19:30:00,0,Away,61242,719,191642,4435361,5715772,0.92,38.57,0.92,67.96,46.84,112,81.73,2.76,7.35,18.37,6.43,3.67,134.1,60.61,14.69,1.84,0.92,0,19.72,33.06,204.8,82.65,31.22,16.53,127.7,9.18,3.67,1.84,0,0,0.92,6.43,4.59,0.92,0,0.92,0.92,34.9,3.67,124,5.51,5.51,27.65,51.43,31.22,9.18,3.67,42.24,101,30.31,22.96,74.39,39.49,2.76,45,0.92,25.71,18.91,353.6,59.69,0,49,17.45,224.1,0,1.84,10.1,3.67,15.61,11.02,0.92,32.14,42.24,3.67,96.43,28.47,88.16,3.67,93.67,2.76,28.47,271.8,41.33,0,0,1.84,93.67,2.76,33.06,124,1.9,0.81,0.92,50,24.24,50,40.36,52.94,0,0,0,5.882,0,69.7,49.33,40.74,69.44,53.09,0,35.29,90.2,20,86.11,69.06,100,75.56,50,55.36,76.88,69.23,63.64,0,66.67,30.56,75.56,0,10,1,42,21,1,74,51,0,3,8,20,7,4,146,66,16,2,1,0,36,223,90,34,18,139,10,4,2,0,0,1,7,5,1,0,1,1,38,4,135,6,6,56,34,10,122,1,1,4,46,110,33,25,81,43,3,49,1,28,385,65,0,8.78,6,0,19,244,89,0,2,11,4,17,12,1,35,46,4,105,31,96,4,102,3,31,296,45,0,0,2,102,3,36,135,2.07,0.88,1
Hermannstadt,"Hermannstadt - Universitatea Cluj, 2-2",2025-08-03 17:30:00,1,Home,55427,719,191642,4435361,5715708,2.76,16.53,0.92,38.57,44.08,72.55,54.18,1.84,1.84,10.1,3.67,0.92,108.4,56.94,14.69,0,0,0,8.06,12.86,148.8,62.45,14.69,8.27,97.35,7.35,0,0,0,0,1.84,2.76,1.84,0.92,0,1.84,1.84,34.9,3.67,65.2,10.1,3.67,24.44,22.04,14.69,8.27,4.59,33.06,70.71,20.2,9.18,60.61,30.31,0,20.2,0.92,23.88,17.47,250.7,40.41,0,29.6,14.69,164.4,0,4.59,7.35,3.67,14.69,10.1,0.92,18.37,41.33,4.59,77.14,11.02,70.71,2.76,54.18,7.35,9.18,201.1,22.96,0,0,0,54.18,1.84,13.78,65.2,2.14,1.07,0.92,55.56,25.81,0,41.98,56.25,0,0,0,12.5,0,58.06,47.53,33.33,71.43,50,0,31.25,93.75,45.45,85.71,72.64,75,83.1,72.73,41.67,80.22,56.82,37.5,0,0,33.33,83.1,0,12.5,3,18,10,1,42,48,0,2,2,11,4,1,118,62,16,0,0,0,14,162,68,16,9,106,8,0,0,0,0,2,3,2,1,0,2,2,38,4,71,11,4,24,16,9,79,1,1,5,36,77,22,10,66,33,0,22,1,26,273,44,0,18.25,9,0,16,179,59,0,5,8,4,16,11,1,20,45,5,84,12,77,3,59,8,10,219,25,0,0,0,59,2,15,71,2.33,1.17,1
Universitatea Cluj,"Universitatea Cluj - UTA Arad, 1-1",2025-07-19 17:30:00,1,Home,60374,719,191642,4435361,5715690,5.51,27.55,0.92,78.06,88.16,97.35,79.9,0.92,3.67,18.37,5.51,8.27,103.8,48.67,12.86,0,0,0,23.57,41.33,162.6,70.71,24.8,12.86,179.1,7.35,1.84,1.84,0,0,1.84,7.35,7.35,4.59,0,0.92,2.76,27.55,3.67,213.1,2.76,1.84,25.34,34.9,17.45,9.18,5.51,36.73,87.24,27.55,22.04,68.88,34.9,0.92,24.8,0,33.06,16.32,581.3,54.18,0,68.8,29.39,453.7,0,6.43,12.86,3.67,18.37,12.86,0,32.14,79.9,6.43,78.06,29.39,148.8,3.67,191.9,2.76,20.2,505.1,40.41,0,0,1.84,191.9,5.51,35.82,213.1,2.06,1.58,1.84,50,26.42,0,43.5,51.85,0,0,0,5,33.33,75.47,53.67,40,53.33,50.67,0,20,90.63,35,71.11,83.08,100,90.09,100,57.89,86.89,74.58,42.86,0,33.33,41.03,90.09,0,25,6,30,15,1,85,96,0,1,4,20,6,9,113,53,14,0,0,0,45,177,77,27,14,195,8,2,2,0,0,2,8,8,5,0,1,3,30,4,232,3,2,38,19,10,106,1,1,6,40,95,30,24,75,38,1,27,0,36,633,59,0,7.12,11,0,32,494,87,0,7,14,4,20,14,0,35,87,7,85,32,162,4,209,3,22,550,44,0,0,2,209,6,39,232,2.24,1.72,2
